mdb_source_id,data_type,entity_type,location.country_code,location.subdivision_name,location.municipality,provider,is_official,name,note,feed_contact_email,static_reference,urls.direct_download,urls.authentication_type,urls.authentication_info,urls.api_key_parameter_name,urls.latest,urls.license,location.bounding_box.minimum_latitude,location.bounding_box.maximum_latitude,location.bounding_box.minimum_longitude,location.bounding_box.maximum_longitude,location.bounding_box.extracted_on,status,features,redirect.id,redirect.comment
636,gtfs,,US,Oregon,Redmond,High Desert Point,,,,,,http://oregon-gtfs.com/gtfs_data/highdesertpoint-or-us/highdesertpoint-or-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-high-desert-point-gtfs-636.zip?alt=media,,,,,,2022-03-16T20:11:36+00:00,deprecated,,133,
637,gtfs,,US,Oregon,Brookings,SouthWest POINT,True,,,support+test+southwestpoint-or-us@trilliumtransit.com,,https://oregon-gtfs.trilliumtransit.com/gtfs_data/southwestpoint-or-us/southwestpoint-or-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-southwest-point-gtfs-637.zip?alt=media,,41.75243,42.44289,-124.288308,-121.74456016694,2022-03-16T20:11:38+00:00,inactive,fares-v1,,
638,gtfs,,US,Oregon,Astoria,NorthWest POINT,True,,,,,https://oregon-gtfs.trilliumtransit.com/gtfs_data/northwestpoint-or-us/northwestpoint-or-us.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-northwest-point-gtfs-638.zip?alt=media,,45.510194773438,46.19021,-123.9618428,-122.676247358322,2022-03-16T20:11:40+00:00,inactive,fares-v1,,
639,gtfs,,US,Oregon,Eugene,Cascade POINT,True,,,support+test+cascadespoint-or-us@trilliumtransit.com,,https://oregon-gtfs.trilliumtransit.com/gtfs_data/cascadespoint-or-us/cascadespoint-or-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-oregon-cascade-point-gtfs-639.zip?alt=media,,44.0428,45.52899472,-123.102580956479,-122.5958316,2022-03-16T20:11:41+00:00,,fares-v1,,
640,gtfs,,US,North Carolina,Charlotte,Charlotte Area Transit System (CATS),,,,,,https://transitfeeds.com/p/charlotte-area-transit-system/1252/latest/download,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-north-carolina-charlotte-area-transit-system-cats-gtfs-640.zip?alt=media,,34.927049,35.509161,-81.179888,-80.558109,2022-03-16T20:11:47+00:00,deprecated,,2265,
641,gtfs,,FR,Auvergne-Rhône-Alpes,Grenoble,Mobilités M - OT Grenoble,,Téléphérique - Office de Tourisme,,,,https://data.mobilites-m.fr/api/gtfs/BUL,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-auvergne-rhone-alpes-syndicat-mixte-des-mobilites-de-laire-grenobloise-gtfs-641.zip?alt=media,https://data.mobilites-m.fr/blog/licence-d-utilisation-des-donnees,45.192984,45.198644,5.724519,5.726084,2022-04-26T00:32:07+00:00,,,,
642,gtfs,,FR,Bourgogne-Franche-Comté,Communauté de l'Auxerrois,Communauté d'Agglomération de l'Auxerrois,,,,,,https://www.data.gouv.fr/fr/datasets/r/ade0bfc2-0e7a-4087-96dd-a76aeb61d196,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/fr-bourgogne-franche-comte-communaute-dagglomeration-de-lauxerrois-gtfs-642.zip?alt=media,https://transport.data.gouv.fr/datasets/reseau-de-transports-en-commun-de-la-communaute-dagglomeration-de-lauxerrois/,47.6975469997436,47.88501109,3.41888516,3.702427,2022-04-26T02:17:53+00:00,,fares-v1,,
643,gtfs,,IT,Liguria,Genoa,ATP Esercizio Srl,,,,,,https://transitfeeds.com/p/atp-esercizio-srl/1203/latest/download,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/it-liguria-atp-esercizio-srl-gtfs-643.zip?alt=media,,44.1707573,44.6251068,8.56546783,9.61942291,2022-03-23T14:43:20+00:00,,,,
644,gtfs,,US,Arizona,Sedona,RoadRunner,True,,,support+naipta-az-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/naipta-az-us/naipta-az-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-arizona-roadrunner-gtfs-644.zip?alt=media,,35.15968333,35.33031,-111.719754,-111.5733528,2022-03-16T20:12:04+00:00,inactive,fares-v1,,
645,gtfs,,US,Massachusetts,Cape Cod,Cape Cod Regional Transportation Authority (Cape Cod RTA),,,,support+test+capecod-ma-us@trilliumtransit.com,,http://data.trilliumtransit.com/gtfs/capecod-ma-us/capecod-ma-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-massachusetts-cape-code-regional-transportation-authority-cape-cod-rta-gtfs-645.zip?alt=media,,41.52303,42.0793734132862,-70.669797,-69.961949,2022-03-22T17:15:52+00:00,,,,
646,gtfs,,US,California,Tulare,Tulare County Area Transit (TCAT),True,,,support+test+tcrta-ca-us@trilliumtransit.com,,https://data.trilliumtransit.com/gtfs/tcrta-ca-us/tcrta-ca-us.zip,0,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/us-california-tulare-county-area-transit-gtfs-646.zip?alt=media,,35.761867,36.545631,-119.486362,-118.815159,2022-03-16T20:12:13+00:00,,flex-v1,,
647,gtfs,,AR,Buenos Aires,,Trenes Argentinos,,,,,,https://cdn.buenosaires.gob.ar/datosabiertos/datasets/trenes-gtfs/trenes-gtfs.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/ar-buenos-aires-trenes-argentinos-gtfs-647.zip?alt=media,https://data.buenosaires.gob.ar/dataset/trenes-gtfs,-35.8738929,-34.0979051,-59.4336661,-57.8954007,2022-03-16T21:17:16+00:00,inactive,,,
648,gtfs,,AT,Wien,,"Wiener Lokalbahnen (WLB), Wiener Linien",,,,,,http://www.wienerlinien.at/ogd_realtime/doku/ogd/gtfs/gtfs.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/at-wien-wiener-lokalbahnen-wlb-gtfs-648.zip?alt=media,,47.9995020902886,48.3011051975429,16.1977025532707,16.5494019702052,2022-03-16T21:18:29+00:00,,,,
649,gtfs,,AU,Victoria,,Port Phillip Ferries,,,,,,https://github.com/PPF-GTFS/GTFS/raw/main/GTFS.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-victoria-port-phillip-ferries-gtfs-649.zip?alt=media,,-38.14312171418421,-37.81696682290608,144.36218577889218,144.9450472321603,2022-03-16T21:18:30+00:00,inactive,,,
650,gtfs,,AU,Queensland,Magnetic Island,Translink Magnetic Island,True,,,,,https://gtfsrt.api.translink.com.au/GTFS/MAG_GTFS.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-queensland-translink-magnetic-island-gtfs-650.zip?alt=media,https://www.data.qld.gov.au/dataset/general-transit-feed-specification-gtfs-qconnect/resource/81030a70-b1e1-4cb1-b7ae-67051d1368e5,-19.180021,-19.117094,146.837611,146.868939,2022-03-16T21:18:34+00:00,,,,
651,gtfs,,AU,Queensland,Maryborough,TransLink Maryborough-Hervey Bay,,,,,,https://gtfsrt.api.translink.com.au/GTFS/MHB_GTFS.zip,,,,https://storage.googleapis.com/storage/v1/b/mdb-latest/o/au-queensland-wide-bay-transit-gtfs-651.zip?alt=media,https://www.data.qld.gov.au/dataset/general-transit-feed-specification-gtfs-qconnect/resource/ee40c2d4-f170-426d-9719-3cc3e32c567c,-25.560525,-25.183988,152.558177,152.908899,2022-03-16T21:18:37+00:00,,,,
